Word,InverseAverage,InverseLinearRegressionSlope,IndexAboveThreshold(0.3),IndexPolynomialFitAboveThreshold(0.3),InflectionPointPolynomial
goldilocks,0.781603785,2.089399217,3,10,8.992305456
golding,0.948408131,3.305762854,10,11,10.67876223
goldman,0.828741825,1.852376002,9,9,8.622872895
goldsmith,0.637019694,1.55364501,3,2,7.342199081
goldwater,0.767347074,1.726504862,5,8,8.170214943
golf,0.139477529,0.847651447,0,1,1.318657783
golfer,0.310610376,0.886277607,1,2,4.432389184
goliath,0.68955184,1.460840797,3,7,7.452096958
golly,0.706462709,1.750157102,3,3,8.157532938
gomes,0.96779217,4.228341179,11,11,11.61071456
gomorrah,,,,,
gompers,0.87764912,2.650485845,11,11,9.899986015
gonad,0.864385678,2.13665077,9,10,9.11469171
gondola,0.632258389,1.56008017,1,2,7.485292917
goner,0.846094729,2.487654389,8,10,9.821005808
gong,0.796961434,1.959133975,5,9,8.660161314
gonna,0.855059662,2.552437426,11,11,9.867337519
gonorrhea,0.651103887,1.292450653,5,6,7.021969757
gonzalez,0.936976592,3.771562051,11,11,11.45657036
goo,0.862577915,2.457580457,8,10,9.647417568
goober,0.887786724,2.737453787,9,11,10.07084053
good,0.393295344,1.089938401,0,1,4.790410317
goodby,0.866138947,2.524347024,9,10,9.762213151
goodbye,0.7723368,2.081454589,1,10,9.051191219
goodhearted,0.920411548,3.034432905,9,11,10.37617057
goodly,0.808491349,2.065696943,5,9,8.861218661
goodman,0.866411208,2.522746727,7,10,9.715530347
goodness,0.665639701,1.643993884,2,2,7.807520756
goodnight,0.793676995,2.128193158,9,10,9.140774218
goodrich,0.865013085,2.615796932,5,11,9.907837103
goodwife,0.937695557,3.34801388,11,11,10.72083998
goodwill,0.826569414,2.257641034,4,10,9.345739866
goodwin,0.737922001,1.729981049,5,6,7.979183226
goody,0.798431178,2.16343933,4,10,9.151014228
goodyear,0.859817712,2.546436096,3,11,9.815279229
gooey,0.818970836,2.113822752,4,10,9.040213485
goof,0.878649706,2.730461601,11,11,10.0709838
goofy,0.885203698,2.879706876,11,11,10.33751517
google,0.949709163,3.68140585,7,11,11.0631263
googol,0.466986096,1.206928651,2,2,5.342817625
gook,0.92140851,3.228877528,5,11,10.6394503
goon,0.938159815,3.389363436,10,11,10.89082473
goop,0.954774553,3.792536646,11,11,11.16690435
goos,0.987187292,4.541710489,11,11,11.76805816
goose,0.561135067,1.362122381,1,2,6.648087606
gooseberry,0.589768532,1.167490741,4,6,6.589477041
goosebumps,0.893658059,2.774938461,7,10,10.00273179
gooseflesh,,,,,
gop,0.935113127,3.371749386,11,11,10.78844282
gopher,0.611217862,1.27953218,4,5,6.800645175
gorbachev,0.731105533,1.712253667,4,9,8.09470947
gordon,0.747794914,1.814862483,6,9,8.367960978
gore,0.661935914,1.372143813,4,6,7.208568814
gorgas,0.908400135,2.868897385,11,11,10.16005431
gorge,0.800815482,2.200348771,10,10,9.300925705
gorgeous,0.759091763,1.813831339,7,9,8.406422065
gorgeously,0.952339006,3.661467708,11,11,11.05271446
gorgeousness,0.994730191,4.897897369,11,11,12.01931917
gorgon,0.67572465,1.502025396,4,5,7.380376722
gorgons,0.542063061,1.323998681,2,2,6.239015125
gorgonzola,0.809664995,2.057927868,5,10,8.888375197
gorilla,0.731566503,1.899664676,0,9,8.581487969
gorki,0.921650319,2.961455822,8,10,10.23860731
gorky,0.736355673,1.6536974,5,7,7.949197096
gorman,0.828198848,2.477162561,4,11,9.810164854
gormandizer,0.978029085,4.193123704,11,11,11.49440125
gorse,0.835308829,2.248189813,7,10,9.208270029
gory,0.966682833,4.006682492,11,11,11.37852911
gosh,0.885229157,2.812583702,11,11,10.22867928
goshawk,0.910043942,2.852329072,7,11,10.1323506
gosling,0.74592386,1.711105745,4,8,8.118817307
gospel,0.675105644,1.401377528,4,6,7.290668861
gossamer,0.947357727,3.394746483,9,11,10.73042339
gossip,0.732932977,1.876118617,2,3,8.486313955
gossipy,0.931472576,3.156031004,11,11,10.50624507
gotcha,0.694519286,1.641555603,3,3,7.873515879
goth,0.733064505,1.666577127,4,7,7.952938016
gotham,0.79213508,2.081140015,4,10,8.932490862
gothenburg,0.976836978,4.582661653,11,11,11.93578679
gothic,0.83268057,2.162552512,5,10,9.09034199
gotta,0.833251277,2.409827902,11,11,9.68875841
gottlieb,0.931219041,3.329173845,9,11,10.73610308
gouda,0.96955313,3.990272292,11,11,11.31914879
gouge,0.810458505,2.055778718,5,10,8.883364963
goulash,0.75466097,1.600001928,7,8,7.948509228
gould,0.775644961,1.929148211,4,9,8.569994886
gourd,0.760597585,2.025915687,2,10,8.855677129
gourmand,0.952365257,3.570495857,11,11,10.93109018
gourmet,0.703994065,1.381694264,7,7,7.426680464
gout,0.978184816,4.178996765,11,11,11.48684727
gouty,0.994493007,4.911350444,11,11,12.02520717
gov,0.745390211,1.647983748,5,7,7.962789488
govern,0.478313351,1.178162662,1,2,5.699092526
governance,,,,,
governess,0.795282921,2.300472968,2,3,9.532906831
government,0.400457949,1.097448664,1,1,4.817091474
governmental,0.80042697,1.867876651,6,9,8.493570648
governor,0.444287857,1.129257792,0,2,5.402194406
governorship,0.875557078,2.407868739,9,10,9.481522273
gown,0.57830204,1.252513003,2,4,6.565109145
goy,0.728685959,1.633419459,5,7,7.864021187
goya,0.889453742,2.874970413,6,11,10.16629021
gpa,0.921647912,2.821239628,10,11,10.10635642
grab,0.677477245,1.713401381,2,2,8.045951841
grabber,0.949570539,3.344777006,10,11,10.71532068
grabby,0.634258479,1.398647198,4,4,6.999980794
grace,0.764275588,1.901556256,5,9,8.567515071
graceful,0.708674617,1.557916147,5,7,7.74037291
gracefully,0.716568695,1.621053196,3,8,7.875699468
gracefulness,,,,,
gracelessness,0.938144305,3.099526407,10,11,10.44770025
gracie,0.96001446,3.887938487,11,11,11.28126093
graciela,0.923199629,3.144922144,7,11,10.45061504
gracious,0.638585561,1.556097407,1,2,7.479981769
graciously,0.892315808,2.647781818,10,10,9.863061537
graciousness,0.944426837,3.538631214,11,11,10.90895078
grad,0.798736465,1.84399161,8,9,8.465801452
gradation,0.987019044,4.534355276,11,11,11.76262188
grade,0.513808025,1.378063806,0,1,6.252517132
grader,0.631047142,1.497078475,0,3,7.299021072
gradient,0.979611581,4.323673031,11,11,11.59714702
gradual,0.810785583,2.043512605,6,9,8.828302369
gradually,0.652425521,1.424734573,4,5,7.224961096
graduate,0.643271337,1.437488287,3,4,7.210454984
graduation,0.670530287,1.504433766,3,5,7.453194012
grady,0.862612032,2.520079094,11,10,9.734189253
graf,0.668812984,1.448340361,4,5,7.302266818
graffito,0.976792234,4.530313231,11,11,11.86658718
graft,0.850994434,2.318091983,10,10,9.393074738
grafter,0.877119148,2.600492634,5,11,9.849281311
graham,0.719123091,1.634252256,3,9,7.961647402
grail,0.881441216,2.782336665,6,11,10.05088648
grain,0.518463768,1.279375807,1,2,6.133295764
grainy,0.589052453,1.440550766,1,2,6.973780673
gram,0.763630345,1.887238513,5,9,8.531751619
gramercy,0.727408215,1.881355867,2,4,8.43890987
grammar,0.639925759,1.36288243,4,5,7.046905866
grammarian,,,,,
grammatical,0.675000502,1.408573081,4,6,7.327822145
grammatically,0.821157872,1.949943761,6,9,8.693239777
grammy,0.874003524,2.262797926,9,10,9.335790974
gramophone,0.893014151,2.789925852,11,11,10.14915547
grampus,0.851814137,3.39881527,1,2,12.46593181
gran,0.794458327,2.204148546,3,10,9.284981737
granada,0.86570125,2.308380187,9,10,9.341861776
granary,0.734179058,1.773056962,3,9,8.228416811
grand,0.524051407,1.288572959,1,2,6.1965427
grandchild,0.69253248,1.59518815,1,8,7.782673767
granddad,0.872266023,2.461902706,9,10,9.596683371
granddaddy,0.870784107,2.617575464,2,11,10.00577874
granddaughter,0.736128503,1.726736538,5,8,8.157741153
grande,0.505387436,1.082177077,4,4,5.931068169
grandee,0.924624797,3.286650501,11,11,10.71149295
grandeur,0.713641931,1.916873695,0,2,8.791853054
grandfather,0.752699748,1.882906261,5,9,8.48909749
grandfatherly,0.957110398,4.121262361,5,11,11.61405466
grandiloquent,0.974757956,4.129388563,11,11,11.43692353
grandly,0.859673811,2.493273496,6,10,9.682364068
grandma,0.763163082,2.006763686,3,10,8.84715745
grandmother,0.792303968,2.082483192,5,10,8.952281
grandmotherly,0.867937548,2.46449341,10,10,9.604164211
grandnephew,0.778931497,1.802737946,5,8,8.320690508
grandness,0.953958018,3.595853388,11,11,10.96095804
grandpa,0.738430333,1.895881384,1,4,8.559059569
grandparent,0.638237529,1.521551177,1,3,7.427652113
grandson,0.760841202,1.857209662,7,9,8.487270311
grandstand,0.546555493,1.194449845,3,4,6.294738209
granduncle,0.986367697,4.913868787,11,11,12.18036734
grange,0.790810589,2.476596612,1,2,10.29590145
granger,0.622642958,1.457530211,3,3,7.042033422
granite,0.590081585,1.330746227,3,3,6.741795248
granites,0.913219072,3.156801184,11,11,10.63315992
granitic,0.981707866,4.348788444,11,11,11.61565805
grannie,0.873033673,2.556368471,11,10,9.75462126
granny,0.707453013,1.828010097,0,3,8.412066699
granola,0.614289396,1.19213594,5,6,6.754806891
grant,0.54193464,1.239391875,3,3,6.322026669
grantham,,,,,
granular,0.914130087,2.722181471,9,10,9.968639366
granule,0.869346706,2.313267691,8,10,9.321917241
granville,0.760502769,2.078757322,3,3,8.914666045
grape,0.460809021,1.132895628,1,2,5.537216645
grapefruit,0.445855766,1.079497504,1,2,5.467829787
grapeshot,0.912027293,2.633439427,10,10,9.888245462
grapevine,0.782180662,2.123072907,1,10,9.113285296
graph,0.544032128,1.274477015,0,3,6.38700124
grapheme,0.959621482,3.588109981,10,11,10.96320354
graphic,0.638811821,1.468068875,2,3,7.310255284
graphically,0.921751176,2.980318203,9,11,10.29041279
graphite,0.621782231,1.23963987,5,6,6.836359129
graphologist,0.867655615,2.477962673,8,10,9.607179828
graphologists,0.85174899,2.36332619,6,10,9.378402847
graphology,0.906127634,2.985009648,11,11,10.34951697
grapnel,0.93366589,3.012600926,10,11,10.34774995
grapple,0.840686453,2.28647446,5,10,9.309191604
grasp,0.738506912,1.924711411,7,10,8.673312489
graspable,,,,,
grass,0.463794259,1.17827137,0,2,5.599923922
grasshopper,0.459276474,1.103772653,1,2,5.596256767
grassland,0.517460317,1.189069821,2,2,6.090930774
grasso,0.605115635,1.361283147,3,3,6.827805482
grassy,0.632719558,1.432933412,2,4,7.200947146
grate,0.626029058,1.275468191,5,6,6.879033201
grateful,0.715990764,1.785292889,1,9,8.281372374
gratefully,0.863768745,2.6317658,10,11,10.03995497
grater,0.957422111,3.969291222,6,11,11.38248748
gratification,0.863624641,2.405958711,11,10,9.475653374
gratify,0.833274589,2.185954115,5,10,9.128599841
gratifyingly,0.951320105,3.975995841,5,11,11.48044125
gratis,0.973163905,4.060893704,11,11,11.37818982
gratitude,0.643856632,1.76903715,0,1,8.215559303
gratuitous,0.943332052,3.30751647,9,11,10.63622928
gratuitously,0.909891023,3.444217768,11,11,11.24702603
gratuity,,,,,
grave,0.666098638,1.576408038,1,3,7.655673892
gravedigger,0.85648045,2.487051421,5,10,9.649516746
gravel,0.541309849,1.34505037,0,1,6.518919165
gravelly,0.848525132,2.441345306,11,10,9.653417955
gravely,0.812436193,2.26068716,11,10,9.387897619
graveside,0.934561977,3.404333208,11,11,10.82194921
gravestone,0.91305943,2.771676565,10,10,10.02450304
graveyard,0.852130761,2.469014705,11,10,9.686723137
gravid,,,,,
gravitate,,,,,
gravitation,0.587714423,1.28258189,2,4,6.691970227
gravitational,0.694857394,1.463565354,3,7,7.496743265
gravitationally,,,,,
gravity,0.45405181,1.144317631,1,2,5.44688553
gravy,0.348230329,0.990177797,1,1,4.458294698
gray,0.476784152,1.191481854,0,2,5.721023189
graybeard,0.842473007,2.249776677,8,10,9.230408941
grayish,0.654056118,1.530930926,3,3,7.455414483
grayness,0.929705775,3.471281502,11,11,11.02802979
graze,0.449542286,1.141991509,1,2,5.36327723
grazer,0.847561434,2.110809567,7,9,8.990535856
grease,0.512862138,1.168006293,1,3,6.046849474
greaseless,0.976798173,4.128214794,11,11,11.44521712
greasewood,0.728024922,1.533332008,5,8,7.790560384
greasily,0.927745259,3.498311754,11,11,11.09270773
greasy,0.548571499,1.347129104,1,2,6.586000289
great,0.337590273,0.956637094,1,2,4.475118136
greatcoat,0.908803415,2.732584439,10,11,10.01033027
greatly,0.627396496,1.403426816,2,4,7.083764637
greatness,0.653856509,1.498192707,2,3,7.389471428
grecian,0.799933638,1.856761972,7,8,8.448596189
greco,0.939244609,3.236471375,11,11,10.58276962
greece,0.520477487,1.373110457,0,1,6.280162651
greed,0.721980695,1.72657902,4,8,8.085461302
greedily,0.659364937,1.726120032,3,2,7.89531587
greedy,0.756119772,1.941210135,9,10,8.683672553
greek,0.627366536,1.437024201,2,3,7.106036469
greeks,0.639995751,1.448693062,3,3,7.178469299
greeley,0.864990427,2.320725689,9,10,9.42257662
green,0.514856503,1.251683713,1,2,6.101654129
greenback,0.874915656,2.570194286,6,10,9.735763787
greenberg,0.851885953,2.300777541,7,10,9.344907524
greene,0.818184817,2.247192196,10,10,9.337545759
greened,0.941657509,3.483588868,11,11,10.89250467
greenery,0.856962251,2.452988121,10,10,9.672268932
greenfield,0.994128667,4.878432605,11,11,12.00597451
greengrocer,0.89756333,3.175944762,11,11,10.86525043
greenhill,0.99385708,4.881925418,11,11,12.00498203
greenhorn,0.935491716,3.477900524,11,11,10.95989279
greenhouse,0.553662494,1.306438194,2,2,6.478764537
greening,0.943255207,3.401208116,11,11,10.75999191
greenish,0.640889003,1.386740552,4,5,7.125639028
greenland,0.599883913,1.431886148,2,2,6.954177951
greenlight,0.992498159,4.86013543,11,11,12.0055878
greenly,0.789323368,2.075722226,7,10,8.974962335
greenness,0.881144999,2.700628317,11,11,9.981002149
greensboro,0.895478917,2.489507654,9,10,9.63534402
greenwich,0.458495586,1.108802244,2,2,5.50169215
greenwood,0.839557425,2.317704765,5,10,9.362135868
greeny,0.940544421,3.257829401,11,11,10.60324347
greer,0.896733654,2.709119537,9,10,9.941710097
greet,0.643747856,1.49544942,3,3,7.385783732
greeting,0.868268847,2.600635085,11,11,9.863591278
greg,0.822292302,2.189040733,9,10,9.222772579
gregarious,0.908667784,2.865612602,11,11,10.15945282
gregg,0.830852217,2.324439759,4,10,9.458948389
gregory,0.770198475,2.233383907,0,10,9.559409492
gremlin,0.986267355,4.611825145,11,11,11.81555765
grenade,0.733343534,1.640591904,5,7,7.924963249
grenadier,0.763713649,1.915915404,4,8,8.490833344
grenoble,0.938628299,3.20025238,10,11,10.5508316
grenville,0.77323605,1.871339396,2,9,8.501552914
greta,0.904029252,3.380391093,4,11,11.13170594
gretchen,0.682626166,1.629144679,3,3,7.766291569
gretzky,,,,,
grey,0.666260306,1.6007241,3,3,7.682948897
greyhound,0.77871573,1.693742963,8,9,8.21513721
greyness,0.739845925,1.738758046,5,9,8.183789804
grid,0.465722103,1.160966554,2,2,5.568696447
griddle,0.738856225,1.494439849,8,8,7.751604369
griddlecakes,0.901964246,2.850047025,11,11,10.18366669
gridiron,0.66336173,1.426688377,2,8,7.428470119
grief,0.646242654,1.589215726,1,2,7.534829248
grievance,0.889219265,2.609252546,10,10,9.810908269
grieve,0.752178298,1.836581828,5,8,8.362633089
grievous,0.816673075,2.091114425,7,9,8.926143866
griffin,0.877645895,2.562770008,8,10,9.725970869
griffith,0.788274155,2.061634183,2,10,9.050053385
griffon,0.960123014,4.119403537,11,11,11.58845704
grill,0.666658579,1.379558881,6,7,7.257787479
grille,0.900521233,2.841664266,11,11,10.15184575
grillwork,0.968073189,4.044021659,11,11,11.37244838
grim,0.78070599,2.031756721,2,10,8.910145839
grimace,0.83116555,2.384054073,6,10,9.574850418
grimaldi,0.990143443,4.674950122,11,11,11.86475064
grime,0.574572037,1.417579435,2,2,6.712108584
grimke,0.600531279,1.22836808,4,5,6.671866177
grimly,0.767542834,1.981870731,4,10,8.744643201
grimm,0.933903907,3.201381183,8,11,10.52029561
grimness,0.898732792,3.078596414,11,11,10.6460604
grimy,0.770415957,1.950613788,7,10,8.759763745
grin,0.544186008,1.259576399,1,2,6.360978924
grinch,0.972665663,4.327308512,11,11,11.68489335
grind,0.255924973,0.928407176,0,1,3.253505393
grinder,0.744372495,2.088202537,1,2,9.215772715
grindstone,0.831982919,2.094132411,9,10,8.977944505
gringo,0.641296268,1.303328676,5,6,6.945311549
gringos,0.920798592,3.132687682,11,11,10.5317219
grip,0.715553393,1.867745048,2,3,8.531069479
gripe,0.849750604,2.536543698,11,11,9.872597835
grippe,0.938862286,3.418726423,8,11,10.7736119
gris,0.835090969,2.320498653,9,10,9.393902276
grisly,0.838555038,2.289848401,11,10,9.32204217
grist,0.706942122,1.976246498,1,2,8.801440433
gristle,0.838737819,2.320572702,4,10,9.35383472
gristmill,0.868877326,2.377854178,6,10,9.431686172
gristmills,0.766635697,1.794220289,5,8,8.308842584
grit,0.751522084,2.035531586,0,10,8.967788545
grittiness,0.89803253,3.009786623,4,11,10.429027
gritty,0.712296407,1.852392649,1,2,8.458923472
grizzle,0.845500287,2.243987544,8,10,9.227095492
grizzly,0.786536041,2.022952562,4,10,8.850212619
groan,0.698845922,1.769617458,2,2,8.185685021
groat,0.983785136,4.459028435,11,11,11.70356102
grocer,0.741290305,1.832501859,2,9,8.385244239
grocery,0.636741629,1.544791108,3,3,7.419865051
grog,0.925161413,2.923709399,10,11,10.22830736
groggily,0.888294927,2.73484799,11,11,10.02334036
groggy,0.772784255,1.824578726,5,8,8.334680677
groin,0.879501767,2.464726106,8,10,9.57378788
grommet,0.974469236,4.234665437,11,11,11.58738166
gromyko,,,,,
groningen,0.894375351,2.444785259,10,10,9.600444063
groom,0.515501849,1.294234797,1,2,6.125279318
groomer,0.905788432,3.264194628,1,11,11.00127222
groove,0.635057608,1.615073378,1,2,7.585288482
groovy,0.93246018,3.303447588,11,11,10.67340402
grope,0.809687446,2.288912651,11,11,9.454488251
grosbeak,0.794485926,1.866043424,5,9,8.510183445
groschen,0.802427964,2.177267087,2,10,9.190855558
gross,0.715913797,1.596341145,3,7,7.813652225
grossly,0.819189962,2.251094192,5,10,9.191956612
grossness,,,,,
grosvenor,0.963347377,4.138159027,11,11,11.56545351
grosz,0.956294753,3.743070508,11,11,11.09815093
grotesque,0.877014959,2.451761534,7,10,9.534887459
grotesquely,0.940995522,3.312875855,10,11,10.69409149
grotto,0.707189306,1.505366749,5,7,7.590158073
grouch,0.863592033,2.734644818,4,11,10.16300508
grouchy,0.832384866,2.443540207,5,10,9.707864413
ground,0.59917433,1.419275587,2,2,6.963038234
grounder,0.380901251,1.001304555,1,2,4.881198634
grounders,0.429496987,1.020945929,3,3,5.245871031
groundhog,0.943464063,3.612002655,11,11,11.06486142
groundhogs,0.805137147,2.172805853,3,10,9.258977226
groundless,0.830415457,2.298204275,5,10,9.269105365
groundling,0.91117422,2.942791345,8,11,10.23955079
groundnut,0.994981347,4.934188388,11,11,12.04079792
groundwater,0.649261423,1.590171648,1,2,7.633972911
groundwork,0.939664485,3.25990677,10,11,10.61866361
group,0.405461727,1.074629096,0,2,4.977858574
grouper,0.443686273,1.011654601,3,3,5.453796684
groupie,0.881625915,2.708452272,5,11,9.987100952
grouping,0.798805497,1.976287487,4,9,8.701327179
grouse,0.728523793,1.620742905,2,8,7.954685017
grouser,0.968934724,3.989247448,11,11,11.32404796
grout,0.927216246,3.122492296,7,11,10.44411707
grove,0.49640537,1.211444534,1,2,5.954994913
grovel,0.932416248,3.095729404,11,11,10.40982509
grover,0.890357317,2.798478267,11,11,10.15432941
grow,0.337645626,1.038228491,0,1,3.98239159
grower,0.659985468,1.487616816,4,4,7.368735431
growl,0.588570292,1.412064822,1,2,6.904734393
